Type	|V|   	|E|   	dmax   	davg   	r   	|T|   	Tavg   	Tmax   	κavg   	κ   	K   	ωheu   	Size	Download
protein	546	3K	18	9	0.30	11K	20	64	0.43	0.44	9	5	8 KB	    Download
protein	209	996	20	9	0.22	4K	17	60	0.41	0.39	9	5	4 KB	    Download
protein	205	1K	18	9	0.22	4K	19	60	0.40	0.40	9	5	4 KB	    Download
protein	195	846	14	8	0.27	3K	14	52	0.38	0.39	9	6	4 KB	    Download
protein	456	2K	20	9	0.33	7K	15	60	0.36	0.37	9	5	7 KB	    Download
protein	481	2K	20	9	0.19	8K	17	68	0.38	0.38	9	5	7 KB	    Download
protein	144	732	20	10	0.33	3K	23	64	0.46	0.46	9	6	3 KB	    Download
protein	82	528	20	12	0.13	2K	29	60	0.37	0.36	9	6	3 KB	    Download
protein	71	342	16	9	0.20	2K	21	48	0.47	0.46	9	5	2 KB	    Download
protein	70	358	20	10	0.26	2K	25	60	0.47	0.47	9	5	2 KB	    Download
protein	252	1K	18	9	0.16	3K	13	40	0.35	0.33	9	5	4 KB	    Download
protein	144	692	20	9	0.35	3K	18	56	0.40	0.40	9	6	3 KB	    Download
protein	91	450	22	9	0.11	2K	19	68	0.44	0.40	9	5	3 KB	    Download
protein	177	970	22	10	0.24	5K	26	80	0.45	0.43	9	6	4 KB	    Download
protein	570	3K	20	9	0.24	12K	20	56	0.45	0.45	9	5	8 KB	    Download
protein	182	868	20	9	0.31	4K	21	60	0.45	0.46	9	6	4 KB	    Download
protein	255	1K	20	9	0.31	4K	16	64	0.37	0.39	9	5	4 KB	    Download
protein	100	444	14	8	0.23	2K	15	44	0.42	0.39	9	5	3 KB	    Download
protein	90	442	16	9	0.15	2K	21	48	0.46	0.44	9	5	3 KB	    Download
protein	236	1K	16	9	0.31	5K	21	52	0.46	0.47	9	6	4 KB	    Download
protein	41	228	20	11	0.11	1K	26	56	0.45	0.41	9	5	2 KB	    Download
protein	114	568	18	9	0.15	2K	20	60	0.44	0.42	9	5	3 KB	    Download
protein	102	432	16	8	0.18	1K	12	36	0.34	0.35	7	4	3 KB	    Download
protein	127	600	16	9	0.23	2K	17	48	0.41	0.40	9	5	3 KB	    Download
protein	208	1K	22	10	0.34	5K	23	72	0.43	0.42	9	5	4 KB	    Download
protein	122	616	20	10	0.08	3K	20	56	0.44	0.41	9	5	3 KB	    Download
protein	91	348	16	7	0.35	816	8	44	0.25	0.31	9	4	2 KB	    Download
protein	291	1K	18	9	0.31	5K	16	56	0.39	0.40	9	6	5 KB	    Download
protein	185	816	16	8	0.12	3K	14	44	0.39	0.39	9	5	3 KB	    Download
protein	138	592	14	8	0.23	2K	13	40	0.38	0.38	7	5	3 KB	    Download
protein	211	982	18	9	0.20	4K	17	56	0.43	0.42	9	5	4 KB	    Download
protein	259	1K	18	11	0.13	7K	26	72	0.47	0.45	9	6	5 KB	    Download
protein	508	2K	16	8	0.31	7K	13	60	0.35	0.36	9	5	7 KB	    Download
protein	65	280	14	8	0.54	1K	16	48	0.38	0.44	9	5	2 KB	    Download
protein	58	256	16	8	0.19	948	16	48	0.44	0.42	9	5	2 KB	    Download
protein	315	2K	28	12	0.51	10K	31	108	0.44	0.40	11	6	6 KB	    Download
protein	98	466	16	9	0.01	2K	16	40	0.39	0.37	7	4	3 KB	    Download
protein	73	328	16	8	0.27	1K	17	44	0.44	0.45	7	5	2 KB	    Download
protein	95	368	14	7	0.42	1K	10	40	0.35	0.36	7	6	2 KB	    Download
protein	569	3K	20	11	0.33	16K	28	64	0.47	0.45	9	6	9 KB	    Download
protein	160	708	18	8	0.22	2K	12	40	0.33	0.33	9	5	3 KB	    Download
protein	353	1K	16	8	0.28	4K	10	44	0.32	0.33	9	5	5 KB	    Download
protein	421	2K	20	11	0.31	12K	28	76	0.47	0.46	9	6	7 KB	    Download
protein	229	1K	26	12	0.29	9K	40	132	0.54	0.52	11	5	5 KB	    Download
protein	224	1K	22	9	0.30	4K	19	80	0.39	0.39	9	6	4 KB	    Download
protein	254	1K	18	9	0.25	4K	17	60	0.39	0.41	9	6	4 KB	    Download
protein	401	2K	18	9	0.24	7K	18	60	0.41	0.42	9	6	6 KB	    Download
protein	530	2K	18	9	0.27	9K	16	64	0.39	0.39	9	5	8 KB	    Download
protein	576	3K	20	9	0.26	10K	17	60	0.39	0.39	9	5	8 KB	    Download
protein	388	2K	18	9	0.28	8K	20	60	0.41	0.41	9	5	6 KB	    Download
protein	188	1K	18	10	0.23	5K	26	60	0.48	0.46	9	6	4 KB	    Download
protein	91	386	16	8	0.23	1K	13	36	0.37	0.37	9	5	2 KB	    Download
protein	238	1K	16	9	0.14	3K	13	44	0.35	0.34	9	5	4 KB	    Download
protein	218	990	18	9	0.25	4K	17	52	0.41	0.42	9	5	4 KB	    Download
protein	65	290	18	8	0.19	1K	16	48	0.40	0.39	7	4	2 KB	    Download
protein	115	614	16	10	0.17	3K	26	60	0.47	0.47	9	5	3 KB	    Download
protein	76	338	14	8	0.34	1K	17	48	0.40	0.43	9	5	2 KB	    Download
protein	217	938	16	8	0.28	3K	12	44	0.34	0.34	7	5	4 KB	    Download
protein	223	1K	18	10	0.21	5K	24	64	0.47	0.46	9	5	4 KB	    Download
protein	144	628	16	8	0.20	2K	14	48	0.36	0.37	9	5	3 KB	    Download
protein	377	2K	18	9	0.39	7K	19	56	0.40	0.42	9	5	6 KB	    Download
protein	504	2K	18	9	0.28	9K	17	48	0.41	0.42	9	5	7 KB	    Download
protein	100	534	18	10	0.22	2K	21	56	0.39	0.38	9	4	3 KB	    Download
protein	263	1K	16	9	0.38	6K	21	52	0.45	0.48	9	6	4 KB	    Download
protein	240	1K	20	11	0.34	8K	32	80	0.50	0.49	9	5	5 KB	    Download
protein	46	236	16	10	0.41	1K	28	60	0.51	0.54	9	6	2 KB	    Download
protein	68	274	16	8	0.39	924	13	48	0.39	0.42	7	6	2 KB	    Download
protein	192	936	20	9	0.34	4K	20	60	0.43	0.43	9	5	4 KB	    Download
protein	186	854	16	9	0.27	3K	18	52	0.44	0.44	9	6	4 KB	    Download
protein	74	318	18	8	0.07	1K	13	52	0.38	0.38	7	5	2 KB	    Download
protein	123	1K	28	16	0.37	7K	57	112	0.43	0.41	13	7	4 KB	    Download
protein	372	2K	20	11	0.19	9K	24	60	0.42	0.39	9	5	6 KB	    Download
protein	336	2K	20	9	0.33	6K	18	64	0.39	0.40	9	6	5 KB	    Download
protein	227	1K	20	10	0.31	6K	27	64	0.48	0.48	9	5	4 KB	    Download
protein	182	948	18	10	0.20	5K	25	60	0.48	0.47	9	5	4 KB	    Download
protein	139	686	22	9	0.18	3K	21	72	0.44	0.43	9	6	3 KB	    Download
protein	112	586	18	10	0.41	3K	24	56	0.45	0.44	9	6	3 KB	    Download
protein	72	354	18	9	0.24	2K	20	52	0.45	0.43	9	5	2 KB	    Download
protein	295	1K	20	9	0.40	5K	15	56	0.35	0.36	9	5	5 KB	    Download
protein	59	268	14	9	0.17	960	16	36	0.42	0.40	7	5	2 KB	    Download
protein	262	1K	16	8	0.29	3K	11	36	0.33	0.33	7	5	4 KB	    Download
protein	181	892	18	9	0.14	3K	19	64	0.42	0.40	9	5	4 KB	    Download
protein	212	906	20	8	0.07	3K	13	44	0.38	0.37	7	6	4 KB	    Download
protein	361	2K	18	8	0.26	6K	15	56	0.38	0.39	9	6	5 KB	    Download
protein	237	1K	16	8	0.23	3K	13	44	0.35	0.36	9	5	4 KB	    Download
protein	74	448	18	12	0.13	2K	29	56	0.43	0.41	9	6	3 KB	    Download
protein	91	376	14	8	0.23	1K	13	32	0.41	0.40	9	5	2 KB	    Download
protein	339	2K	18	10	0.27	8K	22	56	0.47	0.46	9	5	6 KB	    Download
protein	111	578	20	10	0.02	3K	22	64	0.46	0.43	9	5	3 KB	    Download
protein	79	480	16	12	0.44	3K	39	68	0.56	0.57	9	7	3 KB	    Download
protein	250	1K	18	9	0.32	5K	18	56	0.44	0.44	9	5	4 KB	    Download
protein	140	562	16	8	0.25	2K	10	40	0.33	0.34	7	5	3 KB	    Download
protein	221	1K	18	9	0.25	4K	19	60	0.42	0.42	9	5	4 KB	    Download
protein	184	830	16	9	0.32	3K	15	40	0.41	0.38	9	5	4 KB	    Download
protein	499	3K	26	12	0.27	18K	37	116	0.48	0.46	11	6	9 KB	    Download
protein	239	1K	22	12	0.24	6K	24	80	0.32	0.31	11	5	5 KB	    Download
protein	221	1K	22	12	0.20	5K	23	60	0.33	0.32	9	5	5 KB	    Download
protein	145	724	18	9	0.24	3K	18	52	0.42	0.38	7	5	3 KB	    Download
protein	128	710	22	11	0.18	3K	25	88	0.45	0.41	9	6	3 KB	    Download
protein	301	1K	18	9	0.25	6K	18	64	0.42	0.43	9	5	5 KB	    Download
protein	213	1K	22	12	0.27	6K	26	80	0.37	0.33	11	5	5 KB	    Download
protein	151	792	20	10	0.23	3K	22	56	0.42	0.42	9	5	3 KB	    Download
protein	132	630	18	9	0.22	3K	21	56	0.49	0.49	9	5	3 KB	    Download
protein	107	504	20	9	0.28	2K	18	64	0.41	0.41	9	6	3 KB	    Download
protein	243	1K	20	9	0.14	4K	18	56	0.40	0.38	9	5	4 KB	    Download
protein	383	2K	22	11	0.24	12K	30	80	0.46	0.43	11	5	7 KB	    Download
protein	153	786	16	10	0.24	4K	24	56	0.47	0.47	9	5	3 KB	    Download
protein	162	752	18	9	0.29	3K	17	52	0.41	0.40	9	6	3 KB	    Download
protein	287	1K	20	10	0.27	7K	23	72	0.45	0.44	9	6	5 KB	    Download
protein	53	222	14	8	0.10	732	13	32	0.44	0.41	7	5	2 KB	    Download
protein	98	420	18	8	0.13	1K	12	48	0.34	0.34	9	4	3 KB	    Download
protein	321	2K	18	9	0.28	6K	18	60	0.40	0.40	9	5	5 KB	    Download
protein	369	2K	18	9	0.28	7K	17	68	0.41	0.41	9	5	6 KB	    Download
protein	30	174	18	11	0.33	1K	37	88	0.50	0.54	11	6	2 KB	    Download
protein	98	444	16	9	0.21	2K	15	48	0.39	0.39	9	5	3 KB	    Download
protein	147	706	18	9	0.25	3K	19	52	0.41	0.42	9	5	3 KB	    Download
protein	416	3K	24	12	0.25	16K	38	96	0.50	0.48	11	6	8 KB	    Download
protein	196	848	18	8	0.26	3K	13	40	0.35	0.37	9	5	4 KB	    Download
protein	291	1K	22	9	0.38	6K	19	76	0.41	0.42	9	5	5 KB	    Download
protein	128	734	20	11	0.26	4K	30	68	0.49	0.48	9	5	3 KB	    Download
protein	166	750	18	9	0.22	3K	15	44	0.39	0.40	9	6	3 KB	    Download
protein	127	570	16	8	0.17	2K	15	44	0.42	0.40	9	5	3 KB	    Download
protein	61	268	14	8	0.27	1K	18	44	0.48	0.49	9	5	2 KB	    Download
protein	237	1K	20	9	0.28	3K	14	64	0.34	0.34	9	5	4 KB	    Download
protein	336	2K	22	10	0.27	7K	19	76	0.40	0.39	9	5	6 KB	    Download
protein	126	728	20	11	0.19	4K	28	60	0.45	0.43	9	5	3 KB	    Download
protein	154	780	18	10	0.18	4K	24	52	0.49	0.48	9	5	3 KB	    Download
protein	413	2K	20	10	0.28	10K	25	64	0.43	0.43	9	5	7 KB	    Download
protein	517	2K	18	9	0.16	9K	17	52	0.39	0.39	9	5	8 KB	    Download
protein	192	928	18	9	0.33	4K	20	72	0.43	0.45	9	5	4 KB	    Download
protein	217	1K	18	10	0.20	5K	24	56	0.47	0.45	9	7	4 KB	    Download
protein	589	3K	16	9	0.24	10K	17	48	0.40	0.41	9	6	8 KB	    Download
protein	78	412	16	10	0.23	2K	24	56	0.45	0.43	9	6	2 KB	    Download
protein	353	2K	20	10	0.38	7K	20	68	0.34	0.37	9	5	6 KB	    Download
protein	169	942	20	11	0.10	4K	25	72	0.45	0.43	9	5	4 KB	    Download
protein	187	854	18	9	0.22	3K	16	48	0.39	0.39	9	5	4 KB	    Download
protein	299	2K	20	10	0.27	6K	18	52	0.39	0.37	9	5	5 KB	    Download
protein	146	768	18	10	0.44	4K	27	60	0.50	0.51	9	6	3 KB	    Download
protein	212	988	20	9	0.17	4K	17	60	0.41	0.40	9	5	4 KB	    Download
protein	162	692	16	8	0.34	2K	14	64	0.36	0.40	9	5	3 KB	    Download
protein	133	620	22	9	0.26	2K	14	44	0.36	0.33	7	4	3 KB	    Download
protein	329	2K	18	9	0.27	6K	18	68	0.42	0.41	9	5	5 KB	    Download
protein	367	2K	18	9	0.23	6K	16	48	0.37	0.38	9	5	6 KB	    Download
protein	371	2K	20	9	0.25	8K	20	68	0.42	0.41	9	5	6 KB	    Download
protein	154	796	18	10	0.12	4K	23	52	0.47	0.46	9	5	3 KB	    Download
protein	113	704	24	12	0.31	4K	36	88	0.50	0.48	11	6	3 KB	    Download
protein	125	590	16	9	0.20	2K	17	52	0.39	0.40	9	5	3 KB	    Download
protein	62	310	14	10	0.41	1K	24	44	0.51	0.50	9	5	2 KB	    Download
protein	102	450	16	8	0.12	2K	14	40	0.40	0.40	9	5	3 KB	    Download
protein	152	760	18	10	0.05	3K	18	48	0.40	0.39	9	5	3 KB	    Download
protein	78	344	18	8	0.19	1K	14	56	0.38	0.38	9	5	2 KB	    Download
protein	162	728	18	8	0.14	2K	14	48	0.40	0.37	7	5	3 KB	    Download
protein	149	824	22	11	0.16	4K	27	76	0.48	0.45	9	5	3 KB	    Download
protein	172	836	18	9	0.26	3K	18	64	0.41	0.38	9	5	4 KB	    Download
protein	140	744	20	10	0.34	3K	23	72	0.41	0.41	9	5	3 KB	    Download
protein	238	1K	18	9	0.11	4K	17	52	0.39	0.40	9	5	4 KB	    Download
protein	139	734	16	10	0.26	4K	26	48	0.50	0.49	9	5	3 KB	    Download
protein	181	1K	24	11	0.51	4K	22	80	0.36	0.33	9	5	4 KB	    Download
protein	127	558	16	8	0.26	2K	14	52	0.36	0.37	9	5	3 KB	    Download
protein	56	358	20	12	0.28	2K	42	92	0.57	0.54	11	7	2 KB	    Download
protein	166	886	22	10	0.29	5K	27	76	0.50	0.48	9	5	4 KB	    Download
protein	146	676	16	9	0.15	3K	18	52	0.46	0.45	9	5	3 KB	    Download
protein	131	590	16	9	0.24	2K	15	44	0.38	0.38	9	5	3 KB	    Download
protein	292	1K	18	9	0.23	4K	13	56	0.35	0.34	9	5	5 KB	    Download
protein	600	3K	18	9	0.27	10K	16	56	0.39	0.40	9	5	8 KB	    Download
protein	97	418	16	8	0.23	1K	14	36	0.38	0.39	7	5	3 KB	    Download
protein	103	574	18	11	0.20	3K	26	76	0.46	0.43	9	5	3 KB	    Download
protein	114	484	18	8	0.19	1K	11	32	0.32	0.33	7	4	3 KB	    Download
protein	743	4K	18	9	0.29	14K	19	56	0.44	0.44	9	5	10 KB	    Download
protein	523	3K	20	11	0.25	14K	26	72	0.44	0.42	9	5	9 KB	    Download
protein	114	672	20	11	0.25	3K	30	88	0.46	0.45	9	6	3 KB	    Download
proximity	403	70K	2K	348	0.41	26M	65K	1M	1.11	0.49	1K	11	219 KB	    Download
proximity	-	-	-	-	-	-	-	-	-	-	-	-	714 KB	    Download
proximity	-	-	-	-	-	-	-	-	-	-	-	-	598 KB	    Download
proximity	95	394K	27K	8K	0.26	4B	5B	172M	2.01	0.90	10K	106	1 MB	    Download
proximity	219	1M	40K	12K	-	18B	8B	392M	1.60	0.88	16K	66	4 MB	    Download
proximity	-	-	-	-	-	-	-	-	-	-	-	-	404 KB	    Download
proximity	-	-	-	-	-	-	-	-	-	-	-	-	17 MB	    Download
proximity	-	-	-	-	-	-	-	-	-	-	-	-	4 MB	    Download
proximity	-	-	-	-	-	-	-	-	-	-	-	-	51 MB	    Download
proximity	75	32K	4K	864	0.09	47M	626K	4M	3.65	0.75	1K	72	92 KB	    Download
proximity	410	3K	50	13	0.23	21K	52	280	0.46	0.44	18	9	8 KB	    Download
proximity	113	2K	98	38	-0.12	51K	447	2K	0.53	0.50	29	15	6 KB	    Download
proximity	242	126K	3K	1K	0.35	123M	507K	2M	1.04	0.75	867	25	397 KB	    Download
rand	928	5K	185	11	-0.03	58K	62	2K	0.26	0.19	29	18 KB	    Download
rand	932	5K	208	11	-0.01	53K	57	3K	0.20	0.18	24	19 KB	    Download
rand	938	6K	206	11	-0.01	72K	76	3K	0.32	0.21	29	19 KB	    Download
rand	924	4K	177	8	-0.03	27K	29	1K	0.19	0.14	21	15 KB	    Download
rand	930	5K	161	9	0.00	33K	35	2K	0.18	0.16	22	16 KB	    Download
rand	925	4K	198	8	-0.02	30K	32	2K	0.18	0.16	21	14 KB	    Download
rand	928	4K	213	8	-0.03	35K	37	2K	0.25	0.17	23	14 KB	    Download
rand	912	3K	180	7	-0.02	18K	19	1K	0.18	0.13	17	12 KB	    Download
rand	932	3K	132	7	-0.02	9K	9	637	0.11	0.09	13	13 KB	    Download
rand	909	3K	196	6	0.01	21K	23	2K	0.22	0.16	21	11 KB	    Download
rand	899	3K	187	7	0.02	25K	27	2K	0.23	0.17	20	12 KB	    Download
rand	916	3K	186	7	-0.03	19K	21	1K	0.19	0.14	20	12 KB	    Download
rand	903	3K	88	5	-0.02	4K	3	256	0.07	0.07	11	10 KB	    Download
rand	911	3K	173	6	-0.01	16K	17	1K	0.17	0.13	18	11 KB	    Download
rand	915	3K	201	6	0.01	20K	21	2K	0.19	0.16	20	11 KB	    Download
rand	9K	51K	214	10	0.00	86K	9	698	0.03	0.03	26	220 KB	    Download
rand	9K	52K	225	11	0.00	89K	9	716	0.03	0.03	26	226 KB	    Download
rand	9K	54K	217	11	-0.01	95K	10	705	0.03	0.03	27	232 KB	    Download
rand	9K	45K	232	9	-0.01	66K	7	714	0.03	0.03	23	194 KB	    Download
rand	9K	44K	217	9	0.01	59K	6	731	0.02	0.03	22	189 KB	    Download
rand	9K	44K	221	9	0.00	70K	7	701	0.03	0.03	25	192 KB	    Download
rand	9K	37K	212	8	-0.01	41K	4	613	0.02	0.02	20	161 KB	    Download
rand	9K	37K	209	7	0.00	40K	4	475	0.02	0.02	20	160 KB	    Download
rand	9K	37K	212	8	-0.01	40K	4	526	0.02	0.02	19	162 KB	    Download
rand	9K	32K	203	6	-0.01	24K	2	382	0.02	0.02	17	139 KB	    Download
rand	9K	31K	223	6	0.00	27K	2	457	0.02	0.02	17	138 KB	    Download
rand	9K	30K	202	6	0.00	17K	1	406	0.01	0.02	14	132 KB	    Download
rand	9K	28K	202	6	-0.01	17K	1	380	0.02	0.02	15	125 KB	    Download
rand	9K	30K	218	6	0.01	31K	3	538	0.02	0.03	18	131 KB	    Download
rand	9K	28K	210	6	-0.02	15K	1	297	0.01	0.02	14	123 KB	    Download
rand	93K	531K	230	11	0.00	105K	1	126	0.00	0.00	27	3 MB	    Download
rand	93K	526K	255	11	0.00	100K	1	114	0.00	0.00	27	3 MB	    Download
rand	93K	523K	234	11	0.00	97K	1	97	0.00	0.00	26	3 MB	    Download
rand	92K	437K	231	9	0.00	66K	-	106	0.00	0.00	23	2 MB	    Download
rand	92K	443K	240	9	0.00	72K	-	91	0.00	0.00	23	2 MB	    Download
rand	92K	436K	241	9	0.00	65K	-	97	0.00	0.00	22	2 MB	    Download
rand	92K	368K	225	8	0.00	44K	-	81	0.00	0.00	19	2 MB	    Download
rand	92K	369K	224	8	0.00	42K	-	106	0.00	0.00	19	2 MB	    Download
rand	92K	372K	231	8	0.00	44K	-	96	0.00	0.00	19	2 MB	    Download
rand	91K	316K	226	6	0.00	26K	-	60	0.00	0.00	16	2 MB	    Download
rand	91K	312K	220	6	0.00	26K	-	79	0.00	0.00	16	2 MB	    Download
rand	92K	319K	232	6	0.00	28K	-	76	0.00	0.00	16	2 MB	    Download
rand	91K	276K	220	6	0.00	16K	-	57	0.00	0.00	14	1 MB	    Download
rand	91K	272K	225	5	-0.01	15K	-	50	0.00	0.00	13	1 MB	    Download
rand	91K	274K	218	6	0.00	17K	-	73	0.00	0.00	13	1 MB	    Download
rand	929K	5M	238	11	0.00	100K	-	19	0.00	0.00	26	34 MB	    Download
rand	929K	5M	244	11	0.00	98K	-	18	0.00	0.00	26	34 MB	    Download
rand	929K	5M	243	11	0.00	102K	-	19	0.00	0.00	26	34 MB	    Download
rand	924K	4M	243	9	0.00	68K	-	16	0.00	0.00	23	28 MB	    Download
rand	924K	4M	240	9	0.00	70K	-	18	0.00	0.00	23	28 MB	    Download
rand	924K	4M	247	9	0.00	69K	-	14	0.00	0.00	23	28 MB	    Download
rand	919K	4M	239	8	0.00	46K	-	17	0.00	0.00	20	24 MB	    Download
rand	919K	4M	246	8	0.00	45K	-	18	0.00	0.00	19	24 MB	    Download
rand	919K	4M	236	8	0.00	46K	-	16	0.00	0.00	19	24 MB	    Download
rand	914K	3M	230	6	0.00	28K	-	14	0.00	0.00	16	20 MB	    Download
rand	914K	3M	236	6	0.00	29K	-	14	0.00	0.00	16	20 MB	    Download
rand	914K	3M	241	6	0.00	29K	-	13	0.00	0.00	16	20 MB	    Download
rand	910K	3M	226	6	0.00	17K	-	10	0.00	0.00	14	18 MB	    Download
rand	910K	3M	229	6	0.00	18K	-	11	0.00	0.00	14	18 MB	    Download
rand	910K	3M	233	6	0.00	17K	-	12	0.00	0.00	13	18 MB	    Download
rand	100	100	3	2	-0.19	-	-	-	-	-	3	1 KB	    Download
rand	100	100	3	2	-0.22	-	-	-	-	-	3	1 KB	    Download
rand	100	100	3	2	-0.03	-	-	-	-	-	3	1 KB	    Download
rand	100	100	4	2	0.06	-	-	-	-	-	3	1 KB	    Download
rand	100	100	4	2	-0.21	-	-	-	-	-	3	1 KB	    Download
rand	100	100	4	2	-0.16	-	-	-	-	-	3	1 KB	    Download
rand	100	100	4	2	-0.15	-	-	-	-	-	3	1 KB	    Download
rand	100	100	3	2	-0.19	-	-	-	-	-	3	1 KB	    Download
rand	100	100	4	2	-0.07	3	-	1	0.02	0.02	3	1 KB	    Download
rand	100	200	7	4	-0.18	210	2	3	0.36	0.34	4	2 KB	    Download
rand	100	200	7	4	-0.07	210	2	3	0.36	0.34	4	2 KB	    Download
rand	100	200	6	4	-0.02	207	2	4	0.35	0.34	4	2 KB	    Download
rand	100	200	8	4	-0.01	162	1	3	0.29	0.25	4	2 KB	    Download
rand	100	200	6	4	-0.01	150	1	3	0.25	0.24	4	2 KB	    Download
rand	100	200	6	4	-0.17	159	1	4	0.28	0.25	4	2 KB	    Download
rand	100	200	7	4	0.03	132	1	3	0.23	0.21	4	2 KB	    Download
rand	100	200	7	4	-0.11	102	1	3	0.19	0.16	4	2 KB	    Download
rand	100	200	8	4	-0.05	90	-	3	0.14	0.14	4	2 KB	    Download
rand	100	200	6	4	-0.12	201	2	4	0.34	0.32	4	2 KB	    Download
rand	100	200	6	4	-0.01	237	2	3	0.40	0.38	4	2 KB	    Download
rand	100	200	6	4	-0.01	213	2	3	0.36	0.34	4	2 KB	    Download
rand	100	200	7	4	-0.10	186	1	3	0.32	0.29	4	2 KB	    Download
rand	100	200	7	4	-0.10	171	1	3	0.30	0.27	4	2 KB	    Download
rand	100	200	6	4	-0.08	186	1	4	0.32	0.29	4	2 KB	    Download
rand	100	200	6	4	-0.05	114	1	3	0.21	0.18	4	2 KB	    Download
rand	100	200	9	4	0.00	114	1	3	0.18	0.17	4	2 KB	    Download
rand	100	200	7	4	-0.12	105	1	3	0.19	0.16	4	2 KB	    Download
rand	100	300	9	6	-0.04	645	6	9	0.44	0.42	5	2 KB	    Download
rand	100	300	8	6	-0.09	642	6	10	0.44	0.42	6	2 KB	    Download
rand	100	300	8	6	0.06	666	6	10	0.44	0.44	6	2 KB	    Download
rand	100	300	8	6	-0.07	552	5	10	0.37	0.36	5	2 KB	    Download
rand	100	300	9	6	0.01	438	4	8	0.30	0.28	5	2 KB	    Download
rand	100	300	9	6	-0.11	462	4	9	0.31	0.30	5	2 KB	    Download
rand	100	300	9	6	-0.08	378	3	8	0.26	0.24	5	2 KB	    Download
rand	100	300	9	6	-0.08	360	3	10	0.25	0.23	5	2 KB	    Download
rand	100	300	9	6	-0.07	393	3	9	0.26	0.25	5	2 KB	    Download
rand	1K	1K	4	2	-0.02	-	-	-	-	-	3	5 KB	    Download
rand	1K	1K	4	2	0.00	-	-	-	-	-	3	5 KB	    Download
rand	1K	1K	4	2	-0.06	-	-	-	-	-	3	5 KB	    Download
rand	1K	1K	4	2	-0.09	-	-	-	-	-	3	5 KB	    Download
rand	1K	1K	4	2	-0.09	-	-	-	-	-	3	5 KB	    Download
rand	1K	1K	5	2	-0.11	-	-	-	-	-	3	5 KB	    Download
rand	1K	1K	5	2	-0.12	3	-	1	0.00	0.00	3	5 KB	    Download
rand	1K	1K	6	2	-0.12	-	-	-	-	-	3	5 KB	    Download
rand	1K	1K	5	2	-0.09	-	-	-	-	-	3	5 KB	    Download
rand	1K	2K	6	4	-0.06	2K	2	3	0.38	0.36	4	6 KB	    Download
rand	1K	2K	7	4	-0.08	2K	2	3	0.37	0.35	4	6 KB	    Download
rand	1K	2K	7	4	-0.01	2K	2	3	0.36	0.34	4	6 KB	    Download
rand	1K	2K	7	4	-0.02	2K	1	3	0.28	0.25	4	6 KB	    Download
rand	1K	2K	7	4	-0.05	2K	1	3	0.27	0.24	4	6 KB	    Download
rand	1K	2K	7	4	-0.04	2K	1	4	0.26	0.24	4	6 KB	    Download
rand	1K	2K	8	4	-0.07	1K	1	4	0.19	0.16	4	7 KB	    Download
rand	1K	2K	8	4	-0.11	993	-	3	0.18	0.15	4	7 KB	    Download
rand	1K	2K	8	4	-0.06	1K	1	4	0.18	0.16	4	7 KB	    Download
rand	1K	2K	6	4	-0.03	2K	2	3	0.38	0.36	4	6 KB	    Download
rand	1K	2K	7	4	0.00	2K	2	3	0.38	0.36	4	6 KB	    Download
rand	1K	2K	7	4	-0.01	2K	2	3	0.36	0.34	4	6 KB	    Download
rand	1K	2K	8	4	-0.01	2K	1	3	0.29	0.26	4	6 KB	    Download
rand	1K	2K	7	4	-0.03	2K	1	3	0.28	0.25	4	6 KB	    Download
rand	1K	2K	8	4	-0.05	1K	1	4	0.26	0.23	4	6 KB	    Download
rand	1K	2K	8	4	-0.04	1K	1	4	0.18	0.16	4	7 KB	    Download
rand	1K	2K	8	4	-0.06	1K	1	4	0.18	0.15	4	7 KB	    Download
rand	1K	2K	8	4	-0.08	1K	1	4	0.19	0.16	4	7 KB	    Download
rand	1K	3K	9	6	-0.01	7K	6	9	0.44	0.43	5	8 KB	    Download
rand	1K	3K	10	6	-0.04	6K	6	9	0.43	0.41	5	8 KB	    Download
rand	1K	3K	9	6	-0.01	6K	6	11	0.43	0.42	5	8 KB	    Download
rand	1K	3K	10	6	-0.02	5K	4	9	0.31	0.30	5	8 KB	    Download
rand	1K	3K	10	6	-0.01	4K	4	9	0.31	0.29	5	8 KB	    Download
rand	1K	3K	10	6	-0.02	4K	4	9	0.30	0.29	5	9 KB	    Download
rand	1K	3K	10	6	-0.06	3K	3	10	0.21	0.20	5	9 KB	    Download
rand	1K	3K	11	6	-0.03	3K	3	9	0.21	0.19	5	9 KB	    Download
rand	1K	3K	10	6	-0.05	3K	3	9	0.21	0.19	5	9 KB	    Download
rand	10K	10K	5	2	-0.05	-	-	-	-	-	3	39 KB	    Download
rand	10K	10K	5	2	-0.03	-	-	-	-	-	3	38 KB	    Download
rand	10K	10K	5	2	-0.04	-	-	-	-	-	3	38 KB	    Download
rand	10K	10K	6	2	-0.09	-	-	-	-	-	3	41 KB	    Download
rand	10K	10K	5	2	-0.07	-	-	-	-	-	3	41 KB	    Download
rand	10K	10K	6	2	-0.09	3	-	1	0.00	0.00	3	41 KB	    Download
rand	10K	10K	7	2	-0.12	3	-	1	0.00	0.00	3	42 KB	    Download
rand	10K	10K	6	2	-0.12	-	-	-	-	-	3	42 KB	    Download
rand	10K	10K	6	2	-0.12	3	-	1	0.00	0.00	3	42 KB	    Download
